Periodo,Grupo,Producto,Super,Precio
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",El Clon,"185,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",El Dorado,"185,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Farmashop,"205,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Kinko,"200,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Micro Macro,"185,01"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Red Expres,"185,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Red Market,"185,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Ta - Ta,"185,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Tienda Inglesa,"189,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Devoto,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Devoto Express,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Disco,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",El Clon,"156,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",El Dorado,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Frog,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Kinko,"152,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Macro,"116,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Micro Macro,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Red Expres,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Red Market,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Ta - Ta,"133,00"
May25,Alimentos y bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Tienda Inglesa,"134,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Devoto,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Devoto Express,"183,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Disco,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,El Clon,"195,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,El Dorado,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Frog,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Macro,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Micro Macro,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Red Expres,"176,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Red Market,"178,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Ta - Ta,"172,00"
May25,Alimentos y bebidas,Gaseosa tipo cola (env. no ret.) Pepsi Botella 2 lt.,Tienda Inglesa,"185,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Devoto,"33,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Devoto Express,"37,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Disco,"33,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,El Clon,"40,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,El Dorado,"37,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Frog,"41,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Red Expres,"37,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Red Market,"40,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Burgy Paquete 3 unidades,Ta - Ta,"38,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Paty Paquete 2 unidades,El Clon,"79,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Paty Paquete 2 unidades,El Dorado,"53,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Paty Paquete 2 unidades,Red Expres,"52,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Paty Paquete 2 unidades,Red Market,"50,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Devoto,"94,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Devoto Express,"94,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Disco,"94,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,El Clon,"95,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,El Dorado,"93,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Frog,"98,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Kinko,"105,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Red Expres,"95,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Red Market,"99,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Ta - Ta,"92,00"
May25,Alimentos y bebidas,Hamburguesas carne vacun Schneck Paquete 2 unidades,Tienda Inglesa,"102,00"
May25,Alimentos y bebidas,Harina de maíz Gourmet Paquete 450 grs.,Macro,"30,61"
May25,Alimentos y bebidas,Harina de maíz Gourmet Paquete 450 grs.,Red Expres,"35,00"
May25,Alimentos y bebidas,Harina de maíz Gourmet Paquete 450 grs.,Red Market,"31,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,El Dorado,"59,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Frog,"58,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Kinko,"63,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Macro,"57,81"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Micro Macro,"62,43"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Red Expres,"55,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Red Market,"54,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Ta - Ta,"60,00"
May25,Alimentos y bebidas,Harina de maíz Presto Pronta Arcor Paquete 500 grs.,Tienda Inglesa,"69,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Devoto,"45,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Devoto Express,"46,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Disco,"45,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,El Clon,"35,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,El Dorado,"41,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Frog,"43,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Macro,"39,88"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Micro Macro,"43,07"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Red Expres,"39,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Red Market,"38,90"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Ta - Ta,"44,00"
May25,Alimentos y bebidas,Harina de maíz Puritas Paquete 450 grs.,Tienda Inglesa,"46,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Devoto,"55,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Devoto Express,"57,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Disco,"55,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,El Dorado,"41,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Farmashop,"53,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Kinko,"59,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Red Expres,"57,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Red Market,"48,50"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Ta - Ta,"56,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cañuelas Paquete 1 kg.,Tienda Inglesa,"65,00"
May25,Alimentos y bebidas,Harina trigo común 000 Cololó Paquete 1 kg.,El Dorado,"49,90"
May25,Alimentos y bebidas,Harina trigo común 000 Cololó Paquete 1 kg.,Red Expres,"44,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Devoto,"50,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Devoto Express,"63,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Disco,"63,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,El Clon,"59,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Farmashop,"64,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Kinko,"65,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Macro,"48,83"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Micro Macro,"52,73"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Red Expres,"64,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Red Market,"58,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Ta - Ta,"64,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cañuelas Paquete 1 kg.,Tienda Inglesa,"70,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Devoto,"68,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Devoto Express,"70,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Disco,"68,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,El Dorado,"42,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Macro,"59,52"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Micro Macro,"64,28"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Red Expres,"56,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Cololó Paquete 1 kg.,Ta - Ta,"68,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Marca Propia Paquete 1 kg.,Devoto,"59,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Marca Propia Paquete 1 kg.,Devoto Express,"59,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Marca Propia Paquete 1 kg.,Disco,"59,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Marca Propia Paquete 1 kg.,El Dorado,"46,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Marca Propia Paquete 1 kg.,Ta - Ta,"59,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Marca Propia Paquete 1 kg.,Tienda Inglesa,"59,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Primor Paquete 1 kg.,Disco,"53,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Primor Paquete 1 kg.,El Dorado,"57,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Primor Paquete 1 kg.,Macro,"54,82"
May25,Alimentos y bebidas,Harina trigo común 0000 Primor Paquete 1 kg.,Red Expres,"56,00"
May25,Alimentos y bebidas,Harina trigo común 0000 Primor Paquete 1 kg.,Red Market,"49,50"
May25,Alimentos y bebidas,Harina trigo común 0000 Primor Paquete 1 kg.,Tienda Inglesa,"62,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Devoto,"285,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Devoto Express,"299,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Disco,"285,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,El Clon,"289,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,El Dorado,"289,90"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Frog,"292,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Kinko,"295,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Macro,"285,94"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Micro Macro,"308,82"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Red Expres,"290,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Red Market,"275,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Ta - Ta,"275,00"
May25,Alimentos y bebidas,Helado familiar Conaprole Envase 1lt.,Tienda Inglesa,"292,00"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Disco,"310,00"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,El Clon,"275,00"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Frog,"239,00"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Macro,"282,86"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Micro Macro,"305,49"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Red Expres,"289,00"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Red Market,"275,00"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Ta - Ta,"300,50"
May25,Alimentos y bebidas,Helado familiar Crufi Envase 1lt.,Tienda Inglesa,"319,00"
May25,Alimentos y bebidas,Huevos colorados El Jefe Envase 1/2 docena,Devoto,"113,00"
May25,Alimentos y bebidas,Huevos colorados El Jefe Envase 1/2 docena,Devoto Express,"116,00"
May25,Alimentos y bebidas,Huevos colorados El Jefe Envase 1/2 docena,Disco,"113,00"
May25,Alimentos y bebidas,Huevos colorados El Jefe Envase 1/2 docena,Macro,"121,26"
May25,Alimentos y bebidas,Huevos colorados El Jefe Envase 1/2 docena,Micro Macro,"130,96"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Devoto,"124,00"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Devoto Express,"124,00"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Disco,"124,00"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,El Dorado,"123,00"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Red Expres,"129,00"
May25,Alimentos y bebidas,Huevos colorados Prodhin Envase 1/2 docena,Ta - Ta,"124,00"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,El Dorado,"127,00"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Frog,"123,00"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Macro,"121,26"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Micro Macro,"130,96"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Red Expres,"113,00"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Red Market,"103,45"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Ta - Ta,"123,00"
May25,Alimentos y bebidas,Huevos colorados Super huevo Envase 1/2 docena,Tienda Inglesa,"128,00"
May25,Alimentos y bebidas,Jamón cocido no artesanal Cattivelli 1 kg.,Macro,"693,65"
May25,Alimentos y bebidas,Jamón cocido no artesanal Cattivelli 1 kg.,Tienda Inglesa,"760,00"
May25,Alimentos y bebidas,Jamón cocido no artesanal Ottonello 1 kg.,Devoto,"690,00"
May25,Alimentos y bebidas,Jamón cocido no artesanal Ottonello 1 kg.,Devoto Express,"690,00"
May25,Alimentos y bebidas,Jamón cocido no artesanal Ottonello 1 kg.,Disco,"690,00"
May25,Alimentos y bebidas,Jamón cocido no artesanal Ottonello 1 kg.,Ta - Ta,"690,00"
May25,Alimentos y bebidas,Jamón cocido no artesanal Ottonello 1 kg.,Tienda Inglesa,"740,00"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Devoto,"680,00"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Devoto Express,"680,00"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Disco,"680,00"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Macro,"584,45"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Micro Macro,"631,20"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Red Market,"599,00"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Ta - Ta,"680,00"
May25,Alimentos y bebidas,Leonesa Schneck 1 kg.,Tienda Inglesa,"710,00"
May25,Alimentos y bebidas,Manteca Calcar Envase 200 grs.,Red Expres,"72,00"
May25,Alimentos y bebidas,Manteca Calcar Envase 200 grs.,Red Market,"77,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Devoto,"102,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Devoto Express,"102,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Disco,"102,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,El Clon,"115,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,El Dorado,"103,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Farmashop,"122,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Macro,"105,06"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Micro Macro,"113,47"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Red Expres,"94,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Red Market,"95,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Ta - Ta,"109,00"
May25,Alimentos y bebidas,Manteca Conaprole sin sal Envase 200 grs.,Tienda Inglesa,"103,00"
May25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,El Clon,"105,00"
May25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,El Dorado,"99,90"
May25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,Frog,"104,00"
May25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,Kinko,"114,00"
May25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,Red Expres,"103,00"
May25,Alimentos y bebidas,Manteca Kasdorf Envase 200 grs.,Red Market,"105,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Devoto,"57,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Devoto Express,"59,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Disco,"57,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,El Clon,"52,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,El Dorado,"59,90"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Macro,"51,30"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Micro Macro,"55,41"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Red Expres,"55,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Red Market,"37,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Ta - Ta,"56,00"
May25,Alimentos y bebidas,Margarina Adorita Envase 250 grs.,Tienda Inglesa,"59,00"
May25,Alimentos y bebidas,Margarina Doriana nueva Envase 250 grs.,Red Expres,"75,00"
May25,Alimentos y bebidas,Margarina Doriana nueva Envase 250 grs.,Red Market,"93,00"
May25,Alimentos y bebidas,Margarina Doriana nueva Envase 250 grs.,Tienda Inglesa,"82,00"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Devoto,"58,00"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Devoto Express,"60,00"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Disco,"58,00"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Macro,"50,46"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Micro Macro,"54,49"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Red Expres,"58,00"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Red Market,"52,50"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Ta - Ta,"59,00"
May25,Alimentos y bebidas,Margarina Qualy Envase 250 grs.,Tienda Inglesa,"62,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Devoto,"138,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Devoto Express,"145,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Disco,"138,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,El Clon,"125,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,El Dorado,"129,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Macro,"112,01"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Micro Macro,"120,96"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Red Expres,"112,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Red Market,"112,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Ta - Ta,"139,00"
May25,Alimentos y bebidas,Mayonesa común Hellmans Envase 500 grs.,Tienda Inglesa,"155,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Devoto,"109,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Devoto Express,"114,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Disco,"109,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,El Clon,"85,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,El Dorado,"96,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Frog,"96,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Kinko,"120,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Macro,"104,38"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Micro Macro,"107,52"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Red Expres,"99,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Red Market,"95,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Ta - Ta,"101,00"
May25,Alimentos y bebidas,Mayonesa común Uruguay Envase 500 grs.,Tienda Inglesa,"105,00"
May25,Alimentos y bebidas,Mermelada de durazno El Hogar Envase 500 grs.,El Dorado,"89,00"
May25,Alimentos y bebidas,Mermelada de durazno El Hogar Envase 500 grs.,Red Expres,"69,00"
May25,Alimentos y bebidas,Mermelada de durazno El Hogar Envase 500 grs.,Red Market,"101,50"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Devoto,"126,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Devoto Express,"131,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Disco,"126,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,El Clon,"125,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,El Dorado,"127,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Frog,"126,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Kinko,"135,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Macro,"120,99"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Micro Macro,"130,66"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Red Expres,"125,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Red Market,"118,45"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Ta - Ta,"125,00"
May25,Alimentos y bebidas,Mermelada de durazno Los Nietitos Envase 500 grs.,Tienda Inglesa,"126,00"
May25,Alimentos y bebidas,Nalga vacuna Con Hueso - Sin Marca 1 kg.,Macro,"502,00"
May25,Alimentos y bebidas,Nalga vacuna Con Hueso - Sin Marca 1 kg.,Micro Macro,"502,00"
May25,Alimentos y bebidas,Nalga vacuna Sin Hueso - Sin Marca 1 kg.,Devoto,"369,00"
May25,Alimentos y bebidas,Nalga vacuna Sin Hueso - Sin Marca 1 kg.,Devoto Express,"372,00"
May25,Alimentos y bebidas,Nalga vacuna Sin Hueso - Sin Marca 1 kg.,Disco,"339,00"
May25,Alimentos y bebidas,Nalga vacuna Sin Hueso - Sin Marca 1 kg.,Macro,"535,00"
May25,Alimentos y bebidas,Nalga vacuna Sin Hueso - Sin Marca 1 kg.,Micro Macro,"535,00"
May25,Alimentos y bebidas,Nalga vacuna Sin Hueso - Sin Marca 1 kg.,Red Expres,"409,00"
